Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-20 08:23:00.430000,4194.83870968,0,4190.32258065,0,4194.51612903,0,4211.29032258,0,4157.41935484,0,4149.67741935,0,4160.64516129,0,4207.41935484,0,4200.64516129,0,4188.70967742,0,4204.19354839,0,4192.58064516,0,4151.29032258,0,4165.48387097,0,0,0,?
2018-08-20 08:23:00.434000,4179.03225806,0,4177.09677419,0,4167.74193548,0,4199.35483871,0,4150.32258065,0,4159.67741935,0,4146.4516129,0,4196.12903226,0,4196.4516129,0,4161.61290323,0,4172.25806452,0,4167.09677419,0,4174.83870968,0,4184.83870968,0,0,0,?
2018-08-20 08:23:00.444000,4192.58064516,0,4179.03225806,0,4177.74193548,0,4164.19354839,0,4158.70967742,0,4166.12903226,0,4157.41935484,0,4193.22580645,0,4183.22580645,0,4176.77419355,0,4183.5483871,0,4181.93548387,0,4131.61290323,0,4179.35483871,0,0,0,?
2018-08-20 08:23:00.449000,4204.83870968,0,4204.83870968,0,4197.09677419,0,4187.74193548,0,4152.25806452,0,4163.5483871,0,4172.58064516,0,4195.80645161,0,4165.48387097,0,4191.29032258,0,4189.03225806,0,4190.96774194,0,4170.32258065,0,4185.80645161,0,0,0,?
2018-08-20 08:23:00.460000,4198.06451613,0,4203.5483871,0,4196.12903226,0,4152.25806452,0,4176.77419355,0,4168.38709677,0,4175.16129032,0,4197.74193548,0,4195.16129032,0,4171.29032258,0,4179.35483871,0,4176.77419355,0,4168.38709677,0,4195.80645161,0,0,0,?
2018-08-20 08:23:00.466000,4182.25806452,0,4200.0,0,4163.5483871,0,4175.80645161,0,4148.06451613,0,4147.74193548,0,4189.35483871,0,4204.83870968,0,4242.90322581,0,4203.5483871,0,4183.87096774,0,4169.03225806,0,4171.29032258,0,4183.87096774,0,0,0,?
2018-08-20 08:23:00.476000,4185.16129032,0,4147.09677419,0,4168.06451613,0,4180.64516129,0,4146.12903226,0,4167.09677419,0,4174.83870968,0,4195.80645161,0,4194.83870968,0,4179.35483871,0,4205.48387097,0,4198.38709677,0,4136.12903226,0,4171.61290323,0,0,0,?
2018-08-20 08:23:00.481000,4145.48387097,0,4147.09677419,0,4154.51612903,0,4182.25806452,0,4146.12903226,0,4171.61290323,0,4169.67741935,0,4193.87096774,0,4165.16129032,0,4171.93548387,0,4184.51612903,0,4187.09677419,0,4175.48387097,0,4138.06451613,0,0,0,?
2018-08-20 08:23:00.491000,4173.22580645,0,4193.87096774,0,4188.70967742,0,4183.22580645,0,4161.93548387,0,4159.03225806,0,4188.06451613,0,4200.0,0,4196.77419355,0,4206.4516129,0,4166.12903226,0,4169.67741935,0,4149.67741935,0,4187.09677419,0,0,0,?
2018-08-20 08:23:00.497000,4172.90322581,0,4192.90322581,0,4195.16129032,0,4182.58064516,0,4148.70967742,0,4165.48387097,0,4182.25806452,0,4202.25806452,0,4178.70967742,0,4197.09677419,0,4206.77419355,0,4206.12903226,0,4140.32258065,0,4194.19354839,0,0,0,?
2018-08-20 08:23:00.509000,4187.41935484,0,4162.90322581,0,4171.29032258,0,4186.12903226,0,4152.90322581,0,4151.93548387,0,4170.0,0,4209.03225806,0,4230.96774194,0,4163.87096774,0,4174.19354839,0,4173.22580645,0,4155.80645161,0,4208.06451613,0,0,0,?
2018-08-20 08:23:00.511000,4160.64516129,0,4195.16129032,0,4198.38709677,0,4186.12903226,0,4142.25806452,0,4166.12903226,0,4155.48387097,0,4192.25806452,0,4211.29032258,0,4185.80645161,0,4203.22580645,0,4169.03225806,0,4133.5483871,0,4170.64516129,0,0,0,?
2018-08-20 08:23:00.523000,4139.03225806,0,4166.77419355,0,4170.96774194,0,4169.03225806,0,4148.38709677,0,4159.67741935,0,4164.51612903,0,4186.77419355,0,4179.03225806,0,4163.87096774,0,4181.29032258,0,4197.41935484,0,4129.67741935,0,4142.90322581,0,0,0,?
2018-08-20 08:23:00.529000,4154.19354839,0,4180.32258065,0,4182.90322581,0,4210.0,0,4157.74193548,0,4144.51612903,0,4163.87096774,0,4194.51612903,0,4187.74193548,0,4173.87096774,0,4176.4516129,0,4186.12903226,0,4173.22580645,0,4161.29032258,0,0,0,?
2018-08-20 08:23:00.539000,4151.61290323,0,4191.29032258,0,4192.25806452,0,4177.74193548,0,4139.03225806,0,4167.74193548,0,4138.70967742,0,4183.5483871,0,4192.58064516,0,4162.58064516,0,4157.09677419,0,4176.77419355,0,4150.96774194,0,4160.64516129,0,0,0,?
2018-08-20 08:23:00.545000,4189.67741935,0,4199.67741935,0,4166.4516129,0,4187.74193548,0,4161.93548387,0,4156.12903226,0,4157.74193548,0,4189.35483871,0,4206.77419355,0,4190.96774194,0,4194.83870968,0,4161.61290323,0,4137.41935484,0,4187.41935484,0,0,0,?
2018-08-20 08:23:00.557000,4180.96774194,0,4162.25806452,0,4188.70967742,0,4162.90322581,0,4150.96774194,0,4154.19354839,0,4168.38709677,0,4194.19354839,0,4194.51612903,0,4164.19354839,0,4167.74193548,0,4181.29032258,0,4164.19354839,0,4158.06451613,0,0,0,?
2018-08-20 08:23:00.560000,4183.22580645,0,4177.74193548,0,4187.41935484,0,4174.51612903,0,4136.4516129,0,4152.25806452,0,4154.19354839,0,4192.58064516,0,4163.22580645,0,4153.22580645,0,4161.93548387,0,4167.74193548,0,4165.80645161,0,4157.74193548,0,0,0,?
2018-08-20 08:23:00.575000,4191.29032258,0,4164.51612903,0,4180.64516129,0,4170.32258065,0,4163.5483871,0,4148.70967742,0,4158.06451613,0,4193.87096774,0,4197.41935484,0,4203.22580645,0,4182.25806452,0,4175.48387097,0,4166.77419355,0,4178.38709677,0,0,0,?
2018-08-20 08:23:00.577000,4179.03225806,0,4166.12903226,0,4161.61290323,0,4198.70967742,0,4158.06451613,0,4174.51612903,0,4164.19354839,0,4191.93548387,0,4167.74193548,0,4208.06451613,0,4181.93548387,0,4172.90322581,0,4172.58064516,0,4170.64516129,0,0,0,?
2018-08-20 08:23:00.590000,4173.87096774,0,4174.51612903,0,4201.29032258,0,4197.09677419,0,4168.70967742,0,4161.61290323,0,4177.41935484,0,4198.06451613,0,4224.83870968,0,4171.29032258,0,4181.93548387,0,4180.64516129,0,4185.80645161,0,4168.06451613,0,0,0,?
2018-08-20 08:23:00.592000,4169.67741935,0,4201.61290323,0,4197.41935484,0,4206.77419355,0,4172.25806452,0,4164.83870968,0,4170.96774194,0,4193.5483871,0,4185.80645161,0,4200.0,0,4162.90322581,0,4177.41935484,0,4149.67741935,0,4163.22580645,0,0,0,?
2018-08-20 08:23:00.602000,4168.06451613,0,4197.09677419,0,4208.06451613,0,4182.58064516,0,4159.03225806,0,4165.80645161,0,4164.19354839,0,4195.48387097,0,4186.12903226,0,4189.03225806,0,4163.87096774,0,4168.06451613,0,4145.16129032,0,4165.80645161,0,0,0,?
