0,167653664;0,072975486;0,000520258;1,021093994;0,199544269;0,084481514;0,144477661;0,225121289;8,93E-05;0,993340049;0,156361607;0,091913119;0,178354196;0,092584552;0,000172482;0,945653654;0,206644453;0,091673013;0,172779683;0,283250045;0,000411259;0,995640545;0,183076032;0,107086401;0,161377915;0,073584846;5,92E-05;1,223998638;0,184790206;0,095164324;0,124385999;0,140936418;0,000141015;0,638020436;0,132678758;0,072350312
0,152819966;0,034505145;0,000540772;1,466278287;0,192696302;0,073566788;0,125646278;0,237534668;0,000109194;0,804093841;0,133063086;0,087296236;0,155584955;0,058915879;4,16E-05;1,602563627;0,187468035;0,086371652;0,169264052;0,021119093;0,00050023;1,533700531;0,192168148;0,091505542;0,146515657;0,271398737;0,000442401;0,942083643;0,178668539;0,082879412;0,122077273;0,016117031;3,37E-05;0,845824987;0,144801804;0,0664206
0,157165096;0,592255502;2,32E-05;1,682099678;0,201698889;0,079907991;0,133276305;0,098122641;0,000144027;1,067552852;0,152358919;0,07896159;0,187021685;0,184527667;0,002760004;2,066244225;0,18724918;0,12332989;0,176553074;0,045361609;0,000205239;1,777080699;0,21537759;0,097786553;0,145170218;0,161985092;0,000254372;1,076168169;0,168297824;0,082951117;0,128112089;0,073615228;0,000217842;0,720416986;0,137543438;0,080503655
0,16874012;0,067362087;0,000468335;1,215710258;0,18916217;0,102609507;0,1375605;0,184905208;0,001585894;1,170817414;0,155029058;0,0770678;0,168195982;0,123387686;0,000429068;1,358240834;0,195595425;0,096208047;0,186738474;0,158803578;4,07E-05;1,184621297;0,209237717;0,120456789;0,154112959;0,153586099;9,37E-05;0,96459;0,164070543;0,102584147;0,144316906;0,131553765;0,000125008;1,307180087;0,175281341;0,081016271
0,19212513;0,190621951;0,000255573;1,234475243;0,22317028;0,1089983;0,136691248;0,132724118;4,51E-05;0,899733388;0,1568887;0,081294811;0,17970238;0,17280857;0,000286548;1,113852043;0,192169553;0,105697374;0,175235951;0,139112793;0,000203103;0,918250945;0,177016878;0,121725527;0,143569588;0,171069693;3,36E-05;0,843014487;0,152079906;0,08717958;0,131083439;0,054553635;0,000197885;0,904109794;0,137363513;0,08921472
0,184702601;0,133611043;0,000192421;1,343625098;0,201313117;0,118849264;0,135751771;0,138716323;0,000305701;0,786238913;0,146302392;0,080771234;0,173269232;0,27316432;2,72E-05;1,449163457;0,182739326;0,117850941;0,188228678;0,271899744;0,000635293;1,33243772;0,20244834;0,115868188;0,161900126;0,092828699;0,000157853;0,906389171;0,175552911;0,093404028;0,149003676;0,191395789;0,000125968;1,105980011;0,177838502;0,082089448
0,214231269;0,144943674;2,96E-05;1,36685395;0,237642297;0,126827024;0,149688091;0,081807823;0,002395769;0,860870849;0,142549602;0,090274793;0,210145707;0,308595507;0,000351552;1,793860893;0,225850437;0,139795803;0,197387812;0,038710022;9,38E-05;1,041098514;0,1958853;0,129085952;0,163160403;0,434295364;0,000402232;1,120335409;0,178114072;0,098418209;0,143716733;0,146709415;0,000578169;0,817750488;0,152585358;0,095028559
0,197795837;0,125829934;0,005463574;1,078330846;0,184012859;0,138706645;0,135238995;0,220597782;0,000200826;0,925351642;0,141730223;0,089879239;0,184087906;0,268348412;0,000243069;1,142567995;0,183672271;0,122032965;0,192454695;0,613727834;0,000274745;1,063941348;0,194933196;0,136698458;0,156715516;0,029713473;0,000305064;1,018839468;0,17693437;0,095838841;0,136520447;0,080863233;8,89E-05;0,778326484;0,144223456;0,085581463
0,193864585;0,030439289;0,000951574;1,189972969;0,201583312;0,129988349;0,15998755;0,250092139;0,001035677;1,100847399;0,179860357;0,091618025;0,187989356;0,320936717;8,21E-05;1,159167416;0,184040055;0,130034352;0,201184273;0,130272956;0,000122888;1,348398028;0,21105312;0,133825962;0,143333906;0,098163964;6,30E-05;0,995407538;0,161756278;0,087525897;0,168758801;0,173404891;5,67E-05;0,93828505;0,181741738;0,107916502
0,191544477;0,469680613;7,44E-05;1,285988178;0,219896593;0,112492972;0,135460351;0,170052108;0,000216731;0,999832517;0,157810474;0,081345933;0,178663903;0,37802336;0,000159933;0,938126441;0,187716415;0,122157896;0,19629906;0,145305126;0,000132976;1,095026618;0,201244032;0,133471596;0,164816578;0,131453648;7,38E-05;1,0382127;0,182814734;0,099795699;0,153028515;0,138267739;2,75E-05;0,86217437;0,17325216;0,099193713
